original_block_index,original_name,normalized_name,canonical_name,system,subsystem,anatomical_region,structure_type,laterality,piece_number,temporal_phase,hierarchy_path,classification_confidence,classification_rule,source_file,review_action,review_confidence,review_reason,example_source_file,example_original_block_index,first_seen_run_id,notes
,musc534,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,534,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,655,260612,
,musc1103,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,1103,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,656,260612,
,musc527,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,527,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,657,260612,
,musc526,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,526,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,658,260612,
,musc535,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,535,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,659,260612,
,musc525,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,525,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,660,260612,
,musc522,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,522,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,661,260612,
,musc521,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,521,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,662,260612,
,musc400,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,400,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,663,260612,
,musc406,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,406,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,664,260612,
,musc407,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,407,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,665,260612,
,musc478,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,478,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,666,260612,
,musc401,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,401,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,667,260612,
,musc754,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,754,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,668,260612,
,musc408,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,408,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,669,260612,
,musc1102,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,1102,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,670,260612,
,musc479,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,479,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,671,260612,
,musc399,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,399,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,672,260612,
,musc402,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,402,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,673,260612,
,musc481,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,481,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,674,260612,
,musc752,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,752,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,675,260612,
,musc405,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,405,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,676,260612,
,musc309,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,309,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,677,260612,
,musc398,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,398,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,678,260612,
,musc311,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,311,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,679,260612,
,musc310,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,310,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,680,260612,
,musc249,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,249,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,681,260612,
,musc246,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,246,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,682,260612,
,musc250,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,250,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,683,260612,
,musc232,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,232,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,684,260612,
,musc1486,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,1486,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,685,260612,
,musc296,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,296,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,686,260612,
,musc297,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,297,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,687,260612,
,musc298,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,298,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,688,260612,
,musc299,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,299,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,689,260612,
,musc380,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,380,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,690,260612,
,musc381,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,381,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,691,260612,
,musc382,skeletal_muscle,skeletal_muscle,musculoskeletal,skeletal_muscle,unspecified,muscle,unspecified,382,static,09_Musculoskeletal/Skeletal_Muscle,manual,ai_review:numeric_muscle_from_muscle_file,,corrected,high,musc#### shorthand in muscle.raw should remain skeletal muscle; prior report routed many to skeleton by numeric/pattern collision.,/Users/aghorban/code/databases/XCAT/binraws/260612/260612_1_muscle.raw,692,260612,
